[2025-10-20T17:38:21.469166+00:00] scheduler starting; DB=/home/keith/PythonProjects/projects/Mixed_Nuts/MyScheduler/myscheduler.db
[2025-10-23T02:44:50.859296+00:00] tick; claimed=[]
[2025-10-23T02:45:10.859867+00:00] tick; claimed=[]
[2025-10-23T02:45:30.860227+00:00] tick; claimed=[]
[2025-10-23T02:45:50.860732+00:00] tick; claimed=[]
[2025-10-23T02:46:10.861247+00:00] tick; claimed=[]
[2025-10-23T02:46:30.861615+00:00] tick; claimed=[]
[2025-10-23T02:46:50.861894+00:00] tick; claimed=[]
[2025-10-23T02:47:10.862414+00:00] tick; claimed=[]
[2025-10-23T02:47:30.862796+00:00] tick; claimed=[]
[2025-10-23T02:47:50.863366+00:00] tick; claimed=[]
[2025-10-23T02:48:10.863952+00:00] tick; claimed=[]
[2025-10-23T02:48:30.864600+00:00] tick; claimed=[]
[2025-10-23T02:48:50.865249+00:00] tick; claimed=[]
[2025-10-23T02:49:10.865716+00:00] tick; claimed=[]
[2025-10-23T02:49:30.866316+00:00] tick; claimed=[]
[2025-10-23T02:49:50.866805+00:00] tick; claimed=[]
[2025-10-23T02:50:10.867292+00:00] tick; claimed=[]
[2025-10-23T02:50:30.867769+00:00] tick; claimed=[]
[2025-10-23T02:50:50.868179+00:00] tick; claimed=[]
[2025-10-23T02:51:10.868631+00:00] tick; claimed=[]
[2025-10-23T02:51:30.869260+00:00] tick; claimed=[]
[2025-10-23T02:51:50.869855+00:00] tick; claimed=[]
[2025-10-23T02:52:10.870459+00:00] tick; claimed=[]
[2025-10-23T02:52:30.871105+00:00] tick; claimed=[]
[2025-10-23T02:52:50.871702+00:00] tick; claimed=[]
[2025-10-23T02:53:10.872243+00:00] tick; claimed=[]
[2025-10-23T02:53:30.872835+00:00] tick; claimed=[]
[2025-10-23T02:53:50.873269+00:00] tick; claimed=[]
[2025-10-23T02:54:10.873832+00:00] tick; claimed=[]
[2025-10-23T02:54:30.874329+00:00] tick; claimed=[]
[2025-10-23T02:54:50.874916+00:00] tick; claimed=[]
[2025-10-23T02:55:10.875489+00:00] tick; claimed=[]
[2025-10-23T02:55:30.876068+00:00] tick; claimed=[]
[2025-10-23T02:55:50.876639+00:00] tick; claimed=[]
[2025-10-23T02:56:10.877191+00:00] tick; claimed=[]
[2025-10-23T02:56:30.877714+00:00] tick; claimed=[]
[2025-10-23T02:56:50.878267+00:00] tick; claimed=[]
[2025-10-23T02:57:10.878854+00:00] tick; claimed=[]
[2025-10-23T02:57:30.879389+00:00] tick; claimed=[]
[2025-10-23T02:57:50.879966+00:00] tick; claimed=[]
[2025-10-23T02:58:10.880497+00:00] tick; claimed=[]
[2025-10-23T02:58:30.881082+00:00] tick; claimed=[]
[2025-10-23T02:58:50.881548+00:00] tick; claimed=[]
[2025-10-23T02:59:10.882122+00:00] tick; claimed=[]
[2025-10-23T02:59:30.882428+00:00] tick; claimed=[]
[2025-10-23T02:59:50.882810+00:00] tick; claimed=[]
[2025-10-23T03:00:10.883385+00:00] tick; claimed=[]
[2025-10-23T03:00:30.883966+00:00] tick; claimed=[]
[2025-10-23T03:00:50.884520+00:00] tick; claimed=[]
[2025-10-23T03:01:10.885061+00:00] tick; claimed=[]
[2025-10-23T03:01:30.885661+00:00] tick; claimed=[]
[2025-10-23T03:01:50.886240+00:00] tick; claimed=[]
[2025-10-23T03:02:10.886827+00:00] tick; claimed=[]
[2025-10-23T03:02:30.887318+00:00] tick; claimed=[]
[2025-10-23T03:02:50.887917+00:00] tick; claimed=[]
[2025-10-23T03:03:10.888436+00:00] tick; claimed=[]
[2025-10-23T03:03:30.888929+00:00] tick; claimed=[]
[2025-10-23T03:03:50.889456+00:00] tick; claimed=[]
[2025-10-23T03:04:10.889942+00:00] tick; claimed=[]
[2025-10-23T03:04:30.890452+00:00] tick; claimed=[]
[2025-10-23T03:04:50.891055+00:00] tick; claimed=[]
[2025-10-23T03:05:10.891531+00:00] tick; claimed=[]
[2025-10-23T03:05:30.891892+00:00] tick; claimed=[]
[2025-10-23T03:05:50.892417+00:00] tick; claimed=[]
[2025-10-23T03:06:10.893082+00:00] tick; claimed=[]
[2025-10-23T03:06:30.893624+00:00] tick; claimed=[]
[2025-10-23T03:06:50.894291+00:00] tick; claimed=[]
[2025-10-23T03:07:10.894811+00:00] tick; claimed=[]
[2025-10-23T03:07:30.895310+00:00] tick; claimed=[]
[2025-10-23T03:07:50.895794+00:00] tick; claimed=[]
[2025-10-23T03:08:10.896265+00:00] tick; claimed=[]
[2025-10-23T03:08:30.896783+00:00] tick; claimed=[]
[2025-10-23T03:08:50.897360+00:00] tick; claimed=[]
[2025-10-23T03:09:10.897947+00:00] tick; claimed=[]
[2025-10-23T03:09:30.898541+00:00] tick; claimed=[]
[2025-10-23T03:09:50.899174+00:00] tick; claimed=[]
[2025-10-23T03:10:10.899769+00:00] tick; claimed=[]
[2025-10-23T03:10:30.900362+00:00] tick; claimed=[]
[2025-10-23T03:10:50.900921+00:00] tick; claimed=[]
[2025-10-23T03:11:10.901561+00:00] tick; claimed=[]
[2025-10-23T03:11:30.902253+00:00] tick; claimed=[]
[2025-10-23T03:11:50.902816+00:00] tick; claimed=[]
[2025-10-23T03:12:10.903323+00:00] tick; claimed=[]
[2025-10-23T03:12:30.903897+00:00] tick; claimed=[]
[2025-10-23T03:12:50.904528+00:00] tick; claimed=[]
[2025-10-23T03:13:10.905176+00:00] tick; claimed=[]
[2025-10-23T03:13:30.905800+00:00] tick; claimed=[]
[2025-10-23T03:13:50.906406+00:00] tick; claimed=[]
[2025-10-23T03:14:10.907066+00:00] tick; claimed=[]
[2025-10-23T03:14:30.907620+00:00] tick; claimed=[]
[2025-10-23T03:14:50.908256+00:00] tick; claimed=[]
[2025-10-23T03:15:10.908614+00:00] tick; claimed=[]
[2025-10-23T03:15:30.909234+00:00] tick; claimed=[]
[2025-10-23T03:15:50.909825+00:00] tick; claimed=[]
[2025-10-23T03:16:10.910458+00:00] tick; claimed=[]
[2025-10-23T03:16:30.911050+00:00] tick; claimed=[]
[2025-10-23T03:16:50.911330+00:00] tick; claimed=[]
[2025-10-23T03:17:10.911765+00:00] tick; claimed=[]
[2025-10-23T03:17:30.912341+00:00] tick; claimed=[]
[2025-10-23T03:17:50.912937+00:00] tick; claimed=[]
[2025-10-23T03:18:10.913356+00:00] tick; claimed=[]
[2025-10-23T03:18:30.913870+00:00] tick; claimed=[]
[2025-10-23T03:18:50.914469+00:00] tick; claimed=[]
[2025-10-23T03:19:10.915178+00:00] tick; claimed=[]
[2025-10-23T03:19:30.915800+00:00] tick; claimed=[]
[2025-10-23T03:19:50.916211+00:00] tick; claimed=[]
[2025-10-23T03:20:10.916528+00:00] tick; claimed=[]
[2025-10-23T03:20:30.917077+00:00] tick; claimed=[]
[2025-10-23T03:20:50.917716+00:00] tick; claimed=[]
[2025-10-23T03:21:10.918169+00:00] tick; claimed=[]
[2025-10-23T03:21:30.918722+00:00] tick; claimed=[]
[2025-10-23T03:21:50.919217+00:00] tick; claimed=[]
[2025-10-23T03:22:10.919519+00:00] tick; claimed=[]
[2025-10-23T03:22:30.919902+00:00] tick; claimed=[]
[2025-10-23T03:22:50.920450+00:00] tick; claimed=[]
[2025-10-23T03:23:10.920813+00:00] tick; claimed=[]
[2025-10-23T03:23:30.921194+00:00] tick; claimed=[]
[2025-10-23T03:23:50.921705+00:00] tick; claimed=[]
[2025-10-23T03:24:10.922106+00:00] tick; claimed=[]
[2025-10-23T03:24:30.922597+00:00] tick; claimed=[]
[2025-10-23T03:24:50.923059+00:00] tick; claimed=[]
[2025-10-23T03:25:10.923609+00:00] tick; claimed=[]
[2025-10-23T03:25:30.924205+00:00] tick; claimed=[]
[2025-10-23T03:25:50.924688+00:00] tick; claimed=[]
[2025-10-23T03:26:10.925324+00:00] tick; claimed=[]
[2025-10-23T03:26:30.925873+00:00] tick; claimed=[]
[2025-10-23T03:26:50.926474+00:00] tick; claimed=[]
[2025-10-23T03:27:10.927062+00:00] tick; claimed=[]
[2025-10-23T03:27:30.927594+00:00] tick; claimed=[]
[2025-10-23T03:27:50.928202+00:00] tick; claimed=[]
[2025-10-23T03:28:10.928802+00:00] tick; claimed=[]
[2025-10-23T03:28:30.929307+00:00] tick; claimed=[]
[2025-10-23T03:28:50.929914+00:00] tick; claimed=[]
[2025-10-23T03:29:10.930535+00:00] tick; claimed=[]
[2025-10-23T03:29:30.931091+00:00] tick; claimed=[]
[2025-10-23T03:29:50.931624+00:00] tick; claimed=[]
[2025-10-23T03:30:10.932199+00:00] tick; claimed=[]
[2025-10-23T03:30:30.932519+00:00] tick; claimed=[]
[2025-10-23T03:30:50.932809+00:00] tick; claimed=[]
[2025-10-23T03:31:10.933374+00:00] tick; claimed=[]
[2025-10-23T03:31:30.933869+00:00] tick; claimed=[]
[2025-10-23T03:31:50.934379+00:00] tick; claimed=[]
[2025-10-23T03:32:10.935049+00:00] tick; claimed=[]
[2025-10-23T03:32:30.935679+00:00] tick; claimed=[]
[2025-10-23T03:32:50.936316+00:00] tick; claimed=[]
[2025-10-23T03:33:10.936915+00:00] tick; claimed=[]
[2025-10-23T03:33:30.937565+00:00] tick; claimed=[]
[2025-10-23T03:33:50.937967+00:00] tick; claimed=[]
[2025-10-23T03:34:10.938544+00:00] tick; claimed=[]
[2025-10-23T03:34:30.939232+00:00] tick; claimed=[]
[2025-10-23T03:34:50.939835+00:00] tick; claimed=[]
[2025-10-23T03:35:10.940433+00:00] tick; claimed=[]
[2025-10-23T03:35:30.941080+00:00] tick; claimed=[]
[2025-10-23T03:35:50.941685+00:00] tick; claimed=[]
[2025-10-23T03:36:10.942346+00:00] tick; claimed=[]
[2025-10-23T03:36:30.942954+00:00] tick; claimed=[]
[2025-10-23T03:36:50.943505+00:00] tick; claimed=[]
[2025-10-23T03:37:10.943804+00:00] tick; claimed=[]
[2025-10-23T03:37:30.944285+00:00] tick; claimed=[]
[2025-10-23T03:37:50.944697+00:00] tick; claimed=[]
[2025-10-23T03:38:10.944984+00:00] tick; claimed=[]
[2025-10-23T03:38:30.945476+00:00] tick; claimed=[]
[2025-10-23T03:38:50.946150+00:00] tick; claimed=[]
[2025-10-23T03:39:10.946478+00:00] tick; claimed=[]
[2025-10-23T03:39:30.947066+00:00] tick; claimed=[]
[2025-10-23T03:39:50.947669+00:00] tick; claimed=[]
[2025-10-23T03:40:10.948306+00:00] tick; claimed=[]
[2025-10-23T03:40:30.948845+00:00] tick; claimed=[]
[2025-10-23T03:40:50.949214+00:00] tick; claimed=[]
[2025-10-23T03:41:10.949757+00:00] tick; claimed=[]
[2025-10-23T03:41:30.950240+00:00] tick; claimed=[]
[2025-10-23T03:41:50.950807+00:00] tick; claimed=[]
[2025-10-23T03:42:10.951326+00:00] tick; claimed=[]
[2025-10-23T03:42:30.951602+00:00] tick; claimed=[]
[2025-10-23T03:42:50.952182+00:00] tick; claimed=[]
[2025-10-23T03:43:10.952776+00:00] tick; claimed=[]
[2025-10-23T03:43:30.953374+00:00] tick; claimed=[]
[2025-10-23T03:43:50.954329+00:00] tick; claimed=[]
[2025-10-23T03:44:10.954856+00:00] tick; claimed=[]
[2025-10-23T03:44:30.955193+00:00] tick; claimed=[]
[2025-10-23T03:44:50.955598+00:00] tick; claimed=[]
[2025-10-23T03:45:10.955884+00:00] tick; claimed=[]
[2025-10-23T03:45:30.956266+00:00] tick; claimed=[]
[2025-10-23T03:45:50.956673+00:00] tick; claimed=[]
[2025-10-23T03:46:10.957079+00:00] tick; claimed=[]
[2025-10-23T03:46:30.957950+00:00] tick; claimed=[]
[2025-10-23T03:46:50.958694+00:00] tick; claimed=[]
[2025-10-23T03:47:10.959214+00:00] tick; claimed=[]
[2025-10-23T03:47:30.959593+00:00] tick; claimed=[]
[2025-10-23T03:47:50.960164+00:00] tick; claimed=[]
[2025-10-23T03:48:10.960669+00:00] tick; claimed=[]
[2025-10-23T03:48:30.961275+00:00] tick; claimed=[]
[2025-10-23T03:48:50.961720+00:00] tick; claimed=[]
[2025-10-23T03:49:10.961977+00:00] tick; claimed=[]
[2025-10-23T03:49:30.962593+00:00] tick; claimed=[]
[2025-10-23T03:49:50.963163+00:00] tick; claimed=[]
[2025-10-23T03:50:10.963785+00:00] tick; claimed=[]
[2025-10-23T03:50:30.964127+00:00] tick; claimed=[]
[2025-10-23T03:50:50.964557+00:00] tick; claimed=[]
[2025-10-23T03:51:10.964810+00:00] tick; claimed=[]
[2025-10-23T03:51:30.965224+00:00] tick; claimed=[]
[2025-10-23T03:51:50.965907+00:00] tick; claimed=[]
[2025-10-23T03:52:10.966878+00:00] tick; claimed=[]
[2025-10-23T03:52:30.967505+00:00] tick; claimed=[]
[2025-10-23T03:52:50.968121+00:00] tick; claimed=[]
[2025-10-23T03:53:10.968827+00:00] tick; claimed=[]
[2025-10-23T03:53:30.969279+00:00] tick; claimed=[]
[2025-10-23T03:53:50.970089+00:00] tick; claimed=[]
[2025-10-23T03:54:10.970693+00:00] tick; claimed=[]
[2025-10-23T03:54:30.971119+00:00] tick; claimed=[]
[2025-10-23T03:54:50.971565+00:00] tick; claimed=[]
[2025-10-23T03:55:10.971847+00:00] tick; claimed=[]
[2025-10-23T03:55:30.972305+00:00] tick; claimed=[]
[2025-10-23T03:55:50.972820+00:00] tick; claimed=[]
[2025-10-23T03:56:10.973379+00:00] tick; claimed=[]
[2025-10-23T03:56:30.973928+00:00] tick; claimed=[]
[2025-10-23T03:56:50.974690+00:00] tick; claimed=[]
[2025-10-23T03:57:10.975403+00:00] tick; claimed=[]
[2025-10-23T03:57:30.976078+00:00] tick; claimed=[]
[2025-10-23T03:57:50.976489+00:00] tick; claimed=[]
[2025-10-23T03:58:10.976784+00:00] tick; claimed=[]
[2025-10-23T03:58:30.977039+00:00] tick; claimed=[]
[2025-10-23T03:58:50.977393+00:00] tick; claimed=[]
[2025-10-23T03:59:10.977827+00:00] tick; claimed=[]
[2025-10-23T03:59:30.978508+00:00] tick; claimed=[]
[2025-10-23T03:59:50.979086+00:00] tick; claimed=[]
[2025-10-23T04:00:10.979795+00:00] tick; claimed=[]
[2025-10-23T04:00:30.980502+00:00] tick; claimed=[]
[2025-10-23T04:00:50.981029+00:00] tick; claimed=[]
[2025-10-23T04:01:10.981281+00:00] tick; claimed=[]
[2025-10-23T04:01:30.981572+00:00] tick; claimed=[]
[2025-10-23T04:01:50.982054+00:00] tick; claimed=[]
[2025-10-23T04:02:10.982578+00:00] tick; claimed=[]
[2025-10-23T04:02:30.982987+00:00] tick; claimed=[]
[2025-10-23T04:02:50.983457+00:00] tick; claimed=[]
[2025-10-23T04:03:10.983937+00:00] tick; claimed=[]
[2025-10-23T04:03:30.984533+00:00] tick; claimed=[]
[2025-10-23T04:03:50.985140+00:00] tick; claimed=[]
[2025-10-23T04:04:10.985630+00:00] tick; claimed=[]
[2025-10-23T04:04:30.986139+00:00] tick; claimed=[]
[2025-10-23T04:04:50.986633+00:00] tick; claimed=[]
[2025-10-23T04:05:10.987228+00:00] tick; claimed=[]
[2025-10-23T04:05:30.987838+00:00] tick; claimed=[]
[2025-10-23T04:05:50.988341+00:00] tick; claimed=[]
[2025-10-23T04:06:10.988835+00:00] tick; claimed=[]
[2025-10-23T04:06:30.989121+00:00] tick; claimed=[]
[2025-10-23T04:06:50.989523+00:00] tick; claimed=[]
[2025-10-23T04:07:10.989993+00:00] tick; claimed=[]
[2025-10-23T04:07:30.990631+00:00] tick; claimed=[]
[2025-10-23T04:07:50.991166+00:00] tick; claimed=[]
[2025-10-23T04:08:10.991657+00:00] tick; claimed=[]
[2025-10-23T04:08:30.992171+00:00] tick; claimed=[]
[2025-10-23T04:08:50.992672+00:00] tick; claimed=[]
[2025-10-23T04:09:10.993203+00:00] tick; claimed=[]
[2025-10-23T04:09:30.993765+00:00] tick; claimed=[]
[2025-10-23T04:09:50.994292+00:00] tick; claimed=[]
[2025-10-23T04:10:10.994903+00:00] tick; claimed=[]
[2025-10-23T04:10:30.995544+00:00] tick; claimed=[]
[2025-10-23T04:10:50.996222+00:00] tick; claimed=[]
[2025-10-23T04:11:10.996823+00:00] tick; claimed=[]
[2025-10-23T04:11:30.997201+00:00] tick; claimed=[]
[2025-10-23T04:11:50.997670+00:00] tick; claimed=[]
[2025-10-23T04:12:10.998060+00:00] tick; claimed=[]
[2025-10-23T04:12:30.998407+00:00] tick; claimed=[]
[2025-10-23T04:12:50.998943+00:00] tick; claimed=[]
[2025-10-23T04:13:10.999495+00:00] tick; claimed=[]
[2025-10-23T04:13:30.999963+00:00] tick; claimed=[]
[2025-10-23T04:13:51.000478+00:00] tick; claimed=[]
[2025-10-23T04:14:11.001166+00:00] tick; claimed=[]
[2025-10-23T04:14:31.001767+00:00] tick; claimed=[]
[2025-10-23T04:14:51.002368+00:00] tick; claimed=[]
[2025-10-23T04:15:11.002753+00:00] tick; claimed=[]
[2025-10-23T04:15:31.003097+00:00] tick; claimed=[]
[2025-10-23T04:15:51.003637+00:00] tick; claimed=[]
[2025-10-23T04:16:11.004308+00:00] tick; claimed=[]
[2025-10-23T04:16:31.004686+00:00] tick; claimed=[]
[2025-10-23T04:16:51.005266+00:00] tick; claimed=[]
[2025-10-23T04:17:11.005776+00:00] tick; claimed=[]
[2025-10-23T04:17:31.006332+00:00] tick; claimed=[]
[2025-10-23T04:17:51.006914+00:00] tick; claimed=[]
[2025-10-23T04:18:11.007411+00:00] tick; claimed=[]
[2025-10-23T04:18:31.007896+00:00] tick; claimed=[]
[2025-10-23T04:18:51.008141+00:00] tick; claimed=[]
[2025-10-23T04:19:11.008565+00:00] tick; claimed=[]
[2025-10-23T04:19:31.009130+00:00] tick; claimed=[]
[2025-10-23T04:19:51.009546+00:00] tick; claimed=[]
[2025-10-23T04:20:11.010070+00:00] tick; claimed=[]
[2025-10-23T04:20:31.010572+00:00] tick; claimed=[]
[2025-10-23T04:20:51.011346+00:00] tick; claimed=[]
[2025-10-23T04:21:11.011889+00:00] tick; claimed=[]
[2025-10-23T04:21:31.012276+00:00] tick; claimed=[]
[2025-10-23T04:21:51.012704+00:00] tick; claimed=[]
[2025-10-23T04:22:11.013283+00:00] tick; claimed=[]
[2025-10-23T04:22:31.013644+00:00] tick; claimed=[]
[2025-10-23T04:22:51.014119+00:00] tick; claimed=[]
[2025-10-23T04:23:11.014701+00:00] tick; claimed=[]
[2025-10-23T04:23:31.015502+00:00] tick; claimed=[]
[2025-10-23T04:23:51.016256+00:00] tick; claimed=[]
[2025-10-23T04:24:11.016649+00:00] tick; claimed=[]
[2025-10-23T04:24:31.017228+00:00] tick; claimed=[]
[2025-10-23T04:24:51.017854+00:00] tick; claimed=[]
[2025-10-23T04:25:11.018182+00:00] tick; claimed=[]
[2025-10-23T04:25:31.018573+00:00] tick; claimed=[]
[2025-10-23T04:25:51.018868+00:00] tick; claimed=[]
[2025-10-23T04:26:11.019267+00:00] tick; claimed=[]
[2025-10-23T04:26:31.019587+00:00] tick; claimed=[]
[2025-10-23T04:26:51.019942+00:00] tick; claimed=[]
[2025-10-23T04:27:11.020515+00:00] tick; claimed=[]
[2025-10-23T04:27:31.021077+00:00] tick; claimed=[]
[2025-10-23T04:27:51.021410+00:00] tick; claimed=[]
[2025-10-23T04:28:11.021771+00:00] tick; claimed=[]
[2025-10-23T04:28:31.022196+00:00] tick; claimed=[]
[2025-10-23T04:28:51.022582+00:00] tick; claimed=[]
[2025-10-23T04:29:11.023249+00:00] tick; claimed=[]
[2025-10-23T04:29:31.023990+00:00] tick; claimed=[]
[2025-10-23T04:29:51.024588+00:00] tick; claimed=[]
[2025-10-23T04:30:11.025108+00:00] tick; claimed=[]
[2025-10-23T04:30:31.025448+00:00] tick; claimed=[]
[2025-10-23T04:30:51.025989+00:00] tick; claimed=[]
[2025-10-23T04:31:11.026421+00:00] tick; claimed=[]
[2025-10-23T04:31:31.026780+00:00] tick; claimed=[]
[2025-10-23T04:31:51.027098+00:00] tick; claimed=[]
[2025-10-23T04:32:11.027425+00:00] tick; claimed=[]
[2025-10-23T04:32:31.027785+00:00] tick; claimed=[]
[2025-10-23T04:32:51.028216+00:00] tick; claimed=[]
[2025-10-23T04:33:11.028800+00:00] tick; claimed=[]
[2025-10-23T04:33:31.029444+00:00] tick; claimed=[]
[2025-10-23T04:33:51.029888+00:00] tick; claimed=[]
[2025-10-23T04:34:11.030354+00:00] tick; claimed=[]
[2025-10-23T04:34:31.030730+00:00] tick; claimed=[]
[2025-10-23T04:34:51.031086+00:00] tick; claimed=[]
[2025-10-23T04:35:11.031569+00:00] tick; claimed=[]
[2025-10-23T04:35:31.032022+00:00] tick; claimed=[]
[2025-10-23T04:35:51.032323+00:00] tick; claimed=[]
[2025-10-23T04:36:11.032945+00:00] tick; claimed=[]
[2025-10-23T04:36:31.033455+00:00] tick; claimed=[]
[2025-10-23T04:36:51.033753+00:00] tick; claimed=[]
[2025-10-23T04:37:11.034529+00:00] tick; claimed=[]
[2025-10-23T04:37:31.035223+00:00] tick; claimed=[]
[2025-10-23T04:37:51.035609+00:00] tick; claimed=[]
[2025-10-23T04:38:11.036118+00:00] tick; claimed=[]
[2025-10-23T04:38:31.036498+00:00] tick; claimed=[]
[2025-10-23T04:38:51.036800+00:00] tick; claimed=[]
[2025-10-23T04:39:11.037175+00:00] tick; claimed=[]
[2025-10-23T04:39:31.037520+00:00] tick; claimed=[]
[2025-10-23T04:39:51.038104+00:00] tick; claimed=[]
[2025-10-23T04:40:11.038511+00:00] tick; claimed=[]
[2025-10-23T04:40:31.039142+00:00] tick; claimed=[]
[2025-10-23T04:40:51.039507+00:00] tick; claimed=[]
[2025-10-23T04:41:11.040048+00:00] tick; claimed=[]
[2025-10-23T04:41:31.040466+00:00] tick; claimed=[]
[2025-10-23T04:41:51.040903+00:00] tick; claimed=[]
[2025-10-23T04:42:11.041336+00:00] tick; claimed=[]
[2025-10-23T04:42:31.041930+00:00] tick; claimed=[]
[2025-10-23T04:42:51.042470+00:00] tick; claimed=[]
[2025-10-23T04:43:11.042919+00:00] tick; claimed=[]
[2025-10-23T04:43:31.043214+00:00] tick; claimed=[]
[2025-10-23T04:43:51.043675+00:00] tick; claimed=[]
[2025-10-23T04:44:11.044080+00:00] tick; claimed=[]
[2025-10-23T04:44:31.044655+00:00] tick; claimed=[]
[2025-10-23T04:44:51.045197+00:00] tick; claimed=[]
[2025-10-23T04:45:11.045466+00:00] tick; claimed=[]
[2025-10-23T04:45:31.045889+00:00] tick; claimed=[]
[2025-10-23T04:45:51.046457+00:00] tick; claimed=[]
[2025-10-23T04:46:11.046839+00:00] tick; claimed=[]
[2025-10-23T04:46:31.047373+00:00] tick; claimed=[]
[2025-10-23T04:46:51.047876+00:00] tick; claimed=[]
[2025-10-23T04:47:11.048410+00:00] tick; claimed=[]
[2025-10-23T04:47:31.048963+00:00] tick; claimed=[]
[2025-10-23T04:47:51.049533+00:00] tick; claimed=[]
[2025-10-23T04:48:11.049858+00:00] tick; claimed=[]
[2025-10-23T04:48:31.050197+00:00] tick; claimed=[]
[2025-10-23T04:48:51.050674+00:00] tick; claimed=[]
[2025-10-23T04:49:11.051502+00:00] tick; claimed=[]
[2025-10-23T04:49:31.052167+00:00] tick; claimed=[]
[2025-10-23T04:49:51.052568+00:00] tick; claimed=[]
[2025-10-23T04:50:11.053030+00:00] tick; claimed=[]
[2025-10-23T04:50:31.053431+00:00] tick; claimed=[]
[2025-10-23T04:50:51.053888+00:00] tick; claimed=[]
[2025-10-23T04:51:11.054462+00:00] tick; claimed=[]
[2025-10-23T04:51:31.054838+00:00] tick; claimed=[]
[2025-10-23T04:51:51.055306+00:00] tick; claimed=[]
[2025-10-23T04:52:11.055887+00:00] tick; claimed=[]
[2025-10-23T04:52:31.056541+00:00] tick; claimed=[]
[2025-10-23T04:52:51.057326+00:00] tick; claimed=[]
[2025-10-23T04:53:11.058398+00:00] tick; claimed=[]
[2025-10-23T04:53:31.059216+00:00] tick; claimed=[]
[2025-10-23T04:53:51.059804+00:00] tick; claimed=[]
[2025-10-23T04:54:11.060407+00:00] tick; claimed=[]
[2025-10-23T04:54:31.060972+00:00] tick; claimed=[]
[2025-10-23T04:54:51.061636+00:00] tick; claimed=[]
[2025-10-23T04:55:11.062283+00:00] tick; claimed=[]
[2025-10-23T04:55:31.062648+00:00] tick; claimed=[]
[2025-10-23T04:55:51.063341+00:00] tick; claimed=[]
[2025-10-23T04:56:11.063946+00:00] tick; claimed=[]
[2025-10-23T04:56:31.064400+00:00] tick; claimed=[]
[2025-10-23T04:56:51.064694+00:00] tick; claimed=[]
[2025-10-23T04:57:11.065207+00:00] tick; claimed=[]
[2025-10-23T04:57:31.065740+00:00] tick; claimed=[]
[2025-10-23T04:57:51.066331+00:00] tick; claimed=[]
[2025-10-23T04:58:11.066937+00:00] tick; claimed=[]
[2025-10-23T04:58:31.067596+00:00] tick; claimed=[]
[2025-10-23T04:58:51.068261+00:00] tick; claimed=[]
[2025-10-23T04:59:11.068827+00:00] tick; claimed=[]
[2025-10-23T04:59:31.069423+00:00] tick; claimed=[]
[2025-10-23T04:59:51.069959+00:00] tick; claimed=[]
[2025-10-23T05:00:11.070630+00:00] tick; claimed=[]
[2025-10-23T05:00:31.071227+00:00] tick; claimed=[]
[2025-10-23T05:00:51.071641+00:00] tick; claimed=[]
[2025-10-23T05:01:11.072256+00:00] tick; claimed=[]
[2025-10-23T05:01:31.072581+00:00] tick; claimed=[]
[2025-10-23T05:01:51.073081+00:00] tick; claimed=[]
[2025-10-23T05:02:11.073672+00:00] tick; claimed=[]
[2025-10-23T05:02:31.074312+00:00] tick; claimed=[]
[2025-10-23T05:02:51.074853+00:00] tick; claimed=[]
[2025-10-23T05:03:11.075424+00:00] tick; claimed=[]
[2025-10-23T05:03:31.076101+00:00] tick; claimed=[]
[2025-10-23T05:03:51.076630+00:00] tick; claimed=[]
[2025-10-23T05:04:11.077071+00:00] tick; claimed=[]
[2025-10-23T05:04:31.077395+00:00] tick; claimed=[]
[2025-10-23T05:04:51.077926+00:00] tick; claimed=[]
[2025-10-23T05:05:11.078477+00:00] tick; claimed=[]
[2025-10-23T05:05:31.078973+00:00] tick; claimed=[]
[2025-10-23T05:05:51.079408+00:00] tick; claimed=[]
[2025-10-23T05:06:11.080057+00:00] tick; claimed=[]
[2025-10-23T05:06:31.080634+00:00] tick; claimed=[]
[2025-10-23T05:06:51.080974+00:00] tick; claimed=[]
[2025-10-23T05:07:11.081293+00:00] tick; claimed=[]
[2025-10-23T05:07:31.081538+00:00] tick; claimed=[]
[2025-10-23T05:07:51.081992+00:00] tick; claimed=[]
[2025-10-23T05:08:11.082636+00:00] tick; claimed=[]
[2025-10-23T05:08:31.083298+00:00] tick; claimed=[]
[2025-10-23T05:08:51.083953+00:00] tick; claimed=[]
[2025-10-23T05:09:11.084572+00:00] tick; claimed=[]
[2025-10-23T05:09:31.085096+00:00] tick; claimed=[]
[2025-10-23T05:09:51.085600+00:00] tick; claimed=[]
[2025-10-23T05:10:11.086160+00:00] tick; claimed=[]
[2025-10-23T05:10:31.086833+00:00] tick; claimed=[]
[2025-10-23T05:10:51.087544+00:00] tick; claimed=[]
[2025-10-23T05:11:11.088197+00:00] tick; claimed=[]
[2025-10-23T05:11:31.088692+00:00] tick; claimed=[]
[2025-10-23T05:11:51.089300+00:00] tick; claimed=[]
[2025-10-23T05:12:11.089928+00:00] tick; claimed=[]
[2025-10-23T05:12:31.090407+00:00] tick; claimed=[]
[2025-10-23T05:12:51.092541+00:00] tick; claimed=[]
[2025-10-23T05:13:11.092967+00:00] tick; claimed=[]
[2025-10-23T05:13:31.093498+00:00] tick; claimed=[]
[2025-10-23T05:13:51.094154+00:00] tick; claimed=[]
[2025-10-23T05:14:11.094696+00:00] tick; claimed=[]
